# Yang et al. (2019) source catalog, Version 1.0 
# 04/06/2019
# ------------------------------
#
# GENERAL INFORMATION 
#
# The source catalog used in the Yang et al. (2019) paper:
# "Evident black hole-bulge coevolution in the distant universe"
# Yang, G.; Brandt, W. N.; Alexander, D. M.; Chen, C.-T. J.; Ni, Q.;
# Vito, F.; Zhu, F.-F. (2019, MNRAS, in press).
# arXiv: 1903.00003 [astro-ph.GA]
#
# Sources from CANDELS/GOODS-North are not contained in this
# catalog as the formal paper (Barro et al. in prep.) is not
# published yet. We will update this catalog to include
# GOODS-North data after the publication of Barro et al. (in prep.)
#
# Any queries/feedback about this catalog should be sent
# to both Dr. Guang Yang (gyang206265@gmail.com) and
# This catalog is available at
#  http://www.personal.psu.edu/gxy909/
#
# Below we briefly describe each column. To understand these,
# one should make reference to the Yang et al. (2018) paper
# described above.
#
# If we find any issues with this catalog, we will continue to
# improve it. Thus, before using them in a final scientific work,
# we suggest that you download the latest version available.
# ------------------------------
#
# Column Description
#
# field: 1=GOODS-South, 2=GOODS-North (not released now), 3=EGS, 4=UDS, 5=COSMOS
# CANDELS_ID: the ID in the CANDELS catalog
# ra, dec: J2000 coordinates
# z: redshift from the CANDELS catalog 
# morph_type: 0=bulge-dominated, 1=comparison; 
# log(Mstar): log(stellar mass) in units of M_sun; 
#             the median value of five CANDELS SED-fitting teams
# log(SFR): log(star formation rate) in units of M_sun/yr; 
#             the median value of five CANDELS SED-fitting team
#             or derived from Herschel FIR photometry.
#             Note that the bottom value is set to -10
# SFR_type: 0=SED-fitting, 1=Herschel FIR
# log(Lx): log(intrinsic 2-10 keV X-ray luminosity) in units of erg/s
#          for X-ray non-detected sources, the value is set to -99
# ------------------------------
#
# Catalog Data
#
# field CANDELS_ID ra dec z morph_type log(Mstar) log(SFR) SFR_type log(Lx) 
3  7580 215.09493 52.958585 0.70 0   9.99  -3.71 0 -99.00
3  7599 214.78770 52.740755 1.26 1  10.33   0.84 0 -99.00
3  7610 214.83699 52.777110 1.22 0   9.97  -0.05 0 -99.00
3  7615 214.79449 52.746903 1.14 0  10.19  -1.25 0 -99.00
3  7640 215.17233 53.013865 0.71 0   9.96   0.67 0 -99.00
3  7664 214.81683 52.762789 1.28 1  10.52   0.59 0 -99.00
3  7686 215.17632 53.016308 0.53 1   9.71   0.41 0 -99.00
3  7699 215.19132 53.027751 1.21 0  10.69  -1.01 0 -99.00
3  7706 214.92843 52.842287 0.80 1   9.83   0.35 0 -99.00
3  7722 215.17278 53.014279 1.12 1  10.32   0.49 0 -99.00
3  7744 214.77171 52.730934 1.46 1  10.45   2.01 1 -99.00
3  7758 215.13301 52.982356 0.82 0  10.95  -0.59 0 -99.00
3  7795 215.14271 52.993561 1.21 1   9.84   0.92 0 -99.00
3  7814 215.17201 53.014204 0.67 1   9.94   1.31 1 -99.00
3  7832 214.83110 52.771801 0.70 1  10.23   0.72 0 -99.00
3  7893 215.07640 52.947778 1.32 1   9.87   1.16 0 -99.00
3  7898 215.01290 52.901446 0.70 1  10.09   1.60 1 -99.00
3  7942 214.96933 52.872602 1.15 1  10.15   1.68 1 -99.00
3  7992 215.09784 52.959780 0.71 1  11.03  -1.67 0 -99.00
3  7994 215.03104 52.916459 1.09 1  10.35   1.80 1 -99.00
3  8001 214.86791 52.800574 0.76 0  10.04  -1.12 0 -99.00
3  8013 215.23859 53.060378 1.19 1  11.08  -0.46 0 -99.00
3  8074 214.79297 52.747458 1.00 1   9.99   0.98 0 -99.00
3  8149 215.02574 52.912786 1.05 1   9.84   0.62 0 -99.00
3  8164 214.92712 52.840275 0.82 0  11.16   1.80 1 -99.00
3  8191 214.82282 52.769294 1.04 1   9.90   1.34 1 -99.00
3  8201 214.93777 52.850336 0.98 1  10.04   0.55 0 -99.00
3  8203 215.25911 53.079462 0.78 1  10.41   1.80 1 -99.00
3  8208 215.00513 52.896724 1.02 1   9.97  -0.27 0 -99.00
3  8252 214.74439 52.712854 0.75 1  10.85  -1.51 0 -99.00
3  8255 214.94009 52.853772 0.67 1   9.80   0.22 0 -99.00
3  8273 214.72904 52.701850 0.94 1   9.87   0.70 0 -99.00
3  8296 214.92094 52.840002 1.25 1   9.99   1.53 1 -99.00
3  8305 214.90950 52.832281 1.19 0  10.16  -0.86 0 -99.00
3  8344 215.20135 53.038240 0.61 0   9.93  -2.08 0 -99.00
3  8358 214.86429 52.799330 0.55 1   9.97  -1.43 0 -99.00
3  8437 214.76771 52.731835 1.20 1   9.87   0.60 0 -99.00
3  8438 214.99027 52.890535 1.01 1  10.36  -2.29 0 -99.00
3  8444 215.16328 53.008728 0.56 1  10.05   1.20 0 -99.00
3  8445 215.11683 52.978162 1.04 0  10.55   1.41 0  43.77
3  8458 214.80631 52.759535 1.04 1   9.80   0.51 0 -99.00
3  8475 214.72943 52.704599 1.20 1   9.84   0.75 0 -99.00
3  8495 215.09323 52.959538 0.73 0  10.45  -5.55 0 -99.00
3  8504 215.08532 52.957900 0.73 0   9.90  -1.96 0 -99.00
3  8510 214.84642 52.786288 0.51 1  10.09   0.50 0 -99.00
3  8515 214.77500 52.735868 1.28 1  11.27  -0.98 0 -99.00
3  8519 214.91508 52.836781 1.24 1  10.44   0.73 0 -99.00
3  8554 214.86782 52.798760 0.77 0  11.17   0.18 0 -99.00
3  8562 215.20174 53.038429 0.75 1  10.79  -1.18 0  41.72
3  8581 215.11676 52.979488 0.82 1   9.88   1.15 1 -99.00
3  8600 214.76713 52.729445 0.72 1  10.94   1.70 1 -99.00
3  8601 214.79790 52.754309 1.23 1  10.92   0.66 0 -99.00
3  8621 215.21252 53.047195 1.08 1  10.11   1.35 0 -99.00
3  8629 215.11940 52.979603 0.77 1  10.96  -1.31 0 -99.00
3  8664 214.85424 52.794924 1.32 0  10.46  -0.61 0 -99.00
3  8704 215.20320 53.040407 0.66 1   9.75   1.04 0 -99.00
3  8706 215.07126 52.949253 1.36 1   9.79   0.69 0 -99.00
3  8715 215.18909 53.029808 0.75 0  10.95  -1.18 0 -99.00
3  8719 214.70993 52.692774 1.27 1   9.92   1.78 0 -99.00
3  8724 215.11067 52.977143 0.88 1   9.87   1.18 0 -99.00
3  8821 214.95173 52.864841 0.91 1   9.84   0.03 0 -99.00
3  8843 215.25895 53.079091 0.78 1  11.02   0.06 0 -99.00
3  8844 214.90638 52.832515 1.16 1   9.97   1.05 0 -99.00
3  8855 214.95957 52.870031 0.73 1  10.02   0.82 0 -99.00
3  8870 215.12405 52.986313 1.27 1  10.17   1.43 0 -99.00
3  8878 214.78099 52.743753 1.09 0  10.47   1.10 1 -99.00
3  8938 215.12593 52.987852 0.78 1   9.94   1.01 0 -99.00
3  8939 214.94929 52.863451 1.41 0  10.90  -0.51 0 -99.00
3  8950 215.17319 53.019868 1.00 1  10.88  -0.98 0 -99.00
3  8956 215.21743 53.051039 0.66 0  10.44  -1.34 0 -99.00
3  8982 214.96806 52.877197 1.12 0  10.70  -4.17 0 -99.00
3  9013 214.88515 52.818731 0.96 1   9.76   0.42 0 -99.00
3  9016 215.12404 52.987731 0.94 1   9.99   1.61 1  42.72
3  9028 215.05309 52.937424 1.34 1  10.17   0.56 0 -99.00
3  9066 215.25139 53.075063 0.73 0  10.93  -1.35 0 -99.00
3  9078 215.23551 53.066078 1.49 1  10.38   1.36 0 -99.00
3  9103 215.19039 53.035160 0.90 0   9.88  -1.42 0 -99.00
3  9123 214.89966 52.829426 1.37 0  10.72  -0.97 0 -99.00
3  9153 214.77846 52.741736 0.70 1  10.46   1.41 1 -99.00
3  9175 214.95279 52.865029 0.93 1  10.80  -0.29 0  42.34
3  9177 214.74240 52.716533 1.18 1  10.46   1.27 0 -99.00
3  9195 214.93616 52.855855 1.43 1  10.28   1.58 0 -99.00
3  9226 214.78472 52.747719 0.94 1   9.92   0.45 0 -99.00
3  9234 214.97160 52.881235 1.32 0  10.10  -1.75 0 -99.00
3  9240 215.05415 52.937065 1.01 1  10.67   1.30 1 -99.00
3  9249 215.20087 53.042000 0.76 1  10.34  -1.46 0 -99.00
3  9250 214.82560 52.777918 1.30 0  10.38  -1.38 0 -99.00
3  9326 215.19337 53.038182 1.42 1  10.54   1.23 0 -99.00
3  9332 214.90169 52.831472 1.38 1   9.86   0.76 0 -99.00
3  9334 214.83006 52.780509 0.96 1   9.90   0.57 0 -99.00
3  9355 215.02598 52.919931 1.36 1  10.53   0.90 0 -99.00
3  9376 215.09258 52.966641 0.84 1  10.17   1.04 0 -99.00
3  9383 215.00044 52.900933 1.19 1  10.79   1.68 1 -99.00
3  9388 214.96600 52.877072 1.21 1  10.07   0.95 0 -99.00
3  9395 214.96866 52.877378 1.12 1  10.52   1.75 1 -99.00
3  9399 215.12654 52.991230 1.23 0  10.59  -1.90 0 -99.00
3  9433 215.04799 52.931462 1.35 0  10.97   1.59 0 -99.00
3  9434 214.86345 52.803975 1.10 1  10.93  -0.37 0 -99.00
3  9462 215.14054 52.999175 0.76 1  10.47   1.20 1 -99.00
3  9470 215.11953 52.985347 0.91 0  10.28  -1.50 0 -99.00
3  9473 214.85724 52.799052 0.56 1  10.86   1.80 1 -99.00
3  9519 214.95089 52.867248 0.99 0  10.34  -3.46 0 -99.00
3  9602 215.13208 52.996429 1.48 1  10.31   1.19 0 -99.00
3  9620 215.09359 52.958530 0.76 0  11.51  -2.37 0  41.71
3  9622 215.00944 52.910080 1.08 1   9.79   0.98 0 -99.00
3  9641 215.09560 52.970780 1.00 1   9.91   1.19 0 -99.00
3  9650 215.23158 53.066037 0.96 1  10.48  -1.35 0 -99.00
3  9652 215.16140 53.016690 0.94 1  10.04   0.94 0 -99.00
3  9788 214.81434 52.772004 1.26 0  10.44   1.24 0 -99.00
3  9810 214.85287 52.798223 0.53 1  10.04   1.02 1 -99.00
3  9816 215.04981 52.938098 1.10 1  10.13   0.86 0 -99.00
3  9852 214.92787 52.851077 0.73 0  10.56  -1.14 0 -99.00
3  9862 215.13674 52.998507 0.57 0  10.79  -1.18 0 -99.00
3  9885 214.96036 52.875895 0.69 1   9.89   0.71 0 -99.00
3  9886 215.17878 53.030915 1.16 1  10.02   0.16 0 -99.00
3  9929 215.17505 53.027672 1.44 1  10.62   2.06 1 -99.00
3  9987 215.12195 52.989591 1.17 1  10.32   1.19 0 -99.00
3  9995 214.86221 52.801865 0.55 0  10.94  -1.92 0 -99.00
3 10015 214.74694 52.721744 0.57 1   9.77   0.46 0 -99.00
3 10024 214.82121 52.777769 1.28 1  10.80  -0.64 0 -99.00
3 10053 215.09515 52.972151 1.04 1   9.82   0.50 0 -99.00
3 10059 214.70909 52.696102 0.66 1  10.19   0.56 0 -99.00
3 10069 215.03934 52.930385 0.75 1  10.93  -0.99 0 -99.00
3 10073 214.85156 52.799006 0.78 1   9.89   1.16 1 -99.00
3 10081 215.06409 52.948678 0.63 1  10.00   1.37 1 -99.00
3 10107 214.72091 52.707012 1.36 1   9.84   0.73 0 -99.00
3 10116 214.88512 52.824265 1.17 1  10.06   0.93 0 -99.00
3 10121 214.71934 52.706107 1.34 1   9.98   1.35 0 -99.00
3 10180 214.89640 52.831804 1.06 1  10.50  -0.67 0 -99.00
3 10206 215.23222 53.069813 1.37 1   9.88   1.09 0 -99.00
3 10212 215.06572 52.948693 0.72 1  10.46   1.64 1  41.98
3 10233 215.14141 53.004852 0.51 1   9.72   0.22 0 -99.00
3 10269 215.09606 52.972983 1.26 1  10.38   1.48 1 -99.00
3 10313 215.05304 52.944244 1.23 0   9.72  -0.07 0 -99.00
3 10314 214.85921 52.806684 1.10 0   9.87   0.87 0 -99.00
3 10322 214.88446 52.824504 1.05 0  10.42   1.42 1 -99.00
3 10343 215.06957 52.955196 0.74 1   9.74   1.11 0 -99.00
3 10349 214.94696 52.869304 1.21 1  10.21   1.81 0 -99.00
3 10418 214.97180 52.886874 1.14 1   9.89   0.74 0 -99.00
3 10433 214.80670 52.770377 1.47 0  10.27   1.01 0 -99.00
3 10434 215.13844 53.004859 0.70 1   9.82   0.69 0 -99.00
3 10449 215.11295 52.984147 1.03 1  10.51   0.99 0 -99.00
3 10463 214.90385 52.840083 1.38 1   9.95   0.55 0 -99.00
3 10487 214.93334 52.858133 0.73 1  10.70   0.74 0 -99.00
3 10488 215.17702 53.030468 0.74 0  10.70   0.84 0 -99.00
3 10506 214.76387 52.738661 0.92 0  10.78   1.11 1 -99.00
3 10509 214.70198 52.695652 0.99 1  10.58   1.17 1 -99.00
3 10518 214.87712 52.819527 1.15 1  10.92   1.40 0  42.10
3 10526 214.80108 52.766791 1.20 0   9.73   1.06 0 -99.00
3 10549 215.08884 52.970810 1.50 1  10.67  -0.87 0 -99.00
3 10564 214.85815 52.805209 0.52 1   9.88   0.00 0 -99.00
3 10581 214.89328 52.832642 1.15 1  10.00   0.65 0 -99.00
3 10599 215.14061 53.004075 0.76 1  10.48   1.75 1 -99.00
3 10618 214.70783 52.700284 1.03 0  10.35  -1.45 0 -99.00
3 10622 214.90647 52.842666 1.17 0   9.89   0.67 0 -99.00
3 10623 214.82381 52.783318 1.38 1   9.98   0.54 0 -99.00
3 10700 214.91512 52.846685 0.68 0  10.43   0.48 0 -99.00
3 10730 215.04472 52.940379 1.04 1   9.96   1.00 0 -99.00
3 10736 214.88049 52.823899 1.18 1   9.89   1.03 0 -99.00
3 10775 214.83241 52.790324 1.27 1  10.05   0.73 0 -99.00
3 10815 214.83179 52.787693 0.51 1  10.63   1.28 1 -99.00
3 10832 215.02659 52.925937 0.90 0  10.96  -0.81 0 -99.00
3 10836 214.82055 52.781783 1.12 1   9.74   0.64 0 -99.00
3 10838 214.70957 52.703031 1.40 1  10.02   0.97 0 -99.00
3 10894 214.97018 52.887780 1.36 0  11.00  -0.75 0 -99.00
3 10927 215.21558 53.061701 1.10 1  10.31   1.82 1 -99.00
3 10929 215.04032 52.937605 0.72 1   9.74   0.79 0 -99.00
3 10933 215.23608 53.073085 0.90 1  10.96  -1.46 0 -99.00
3 10961 215.16579 53.025315 1.24 1  11.00   2.05 1 -99.00
3 10983 214.91482 52.849475 1.40 1  10.55   1.76 0 -99.00
3 11000 214.76235 52.741442 1.40 1  10.81  -3.04 0 -99.00
3 11011 215.21086 53.058348 1.11 1  10.03   0.66 0 -99.00
3 11029 214.79484 52.762075 0.97 0  10.76   1.24 0  42.28
3 11085 214.82436 52.786189 1.33 1  10.72  -2.24 0 -99.00
3 11088 214.92460 52.856206 0.67 1  10.58  -1.79 0 -99.00
3 11104 215.16027 53.023269 0.81 1  10.25   1.46 1 -99.00
3 11118 214.96010 52.882230 0.65 1  10.15   0.51 0 -99.00
3 11141 214.98182 52.897596 0.94 1  10.03   0.44 0 -99.00
3 11179 214.75977 52.740631 0.90 1   9.74   0.68 0 -99.00
3 11191 214.87863 52.823651 1.07 1  11.08   1.55 1 -99.00
3 11198 214.76154 52.741559 1.35 1  10.04   0.66 0 -99.00
3 11212 214.97126 52.891086 1.08 1   9.95   1.16 0 -99.00
3 11228 214.98551 52.897781 0.61 0  10.92  -1.06 0 -99.00
3 11230 215.14285 53.011734 1.37 0  10.68  -0.07 0 -99.00
3 11252 215.14409 53.011932 0.60 1   9.90   0.63 0 -99.00
3 11264 215.12591 52.999354 0.59 1   9.93   1.01 1 -99.00
3 11288 215.03192 52.933154 1.48 1  10.94   1.20 0 -99.00
3 11293 215.17267 53.033599 1.33 1   9.87   0.98 0 -99.00
3 11333 215.02861 52.931794 1.01 1  10.32   0.85 0 -99.00
3 11349 214.91705 52.850331 1.50 1  10.92   1.18 0 -99.00
3 11366 214.83794 52.796060 0.97 1  10.09   0.86 0 -99.00
3 11381 214.85711 52.810904 1.15 1  10.04  -0.13 0 -99.00
3 11385 215.21308 53.060931 0.83 1  10.62   1.45 1 -99.00
3 11396 215.07200 52.960592 0.93 1  10.97   1.46 1  42.16
3 11402 215.07900 52.966997 0.56 1   9.75   0.78 0 -99.00
3 11468 215.12993 53.004842 0.70 0   9.71   0.46 0 -99.00
3 11492 215.22050 53.068362 0.93 1  10.15   1.23 0 -99.00
3 11509 214.73146 52.720646 1.35 1  10.06   0.98 0 -99.00
3 11553 214.87434 52.823368 1.01 1  10.04   0.72 0 -99.00
3 11577 214.76204 52.743183 1.43 0  10.71  -1.03 0 -99.00
3 11633 214.88280 52.827863 0.70 1   9.92   1.03 0 -99.00
3 11646 215.10296 52.985605 1.22 0  10.45   1.60 1 -99.00
3 11648 215.06039 52.955825 1.26 1  10.87   1.49 1  43.55
3 11659 214.89962 52.841573 1.30 1   9.79   1.05 0 -99.00
3 11677 214.85632 52.810684 1.16 1  10.51   1.51 1 -99.00
3 11680 214.86614 52.818306 1.41 0  10.53  -0.53 0 -99.00
3 11752 215.16601 53.031410 1.29 1   9.98   2.17 1 -99.00
3 11758 215.20982 53.060886 0.80 1  10.10   1.75 1 -99.00
3 11760 214.90837 52.849261 1.40 0  10.37  -0.12 0  42.66
3 11780 215.22571 53.073741 0.93 0   9.82   0.41 0 -99.00
3 11868 215.04674 52.948172 1.20 1  10.05   1.68 1 -99.00
3 11876 215.10934 52.991849 1.26 0  10.28   1.00 0  42.08
3 11887 214.91467 52.853466 1.49 1  10.45   1.49 0 -99.00
3 11896 214.95478 52.876572 0.52 1  11.00   1.64 1 -99.00
3 11897 214.92112 52.850362 0.54 1  10.58   0.35 0 -99.00
3 11908 214.98584 52.903318 1.23 1  10.08   0.82 0 -99.00
3 11935 214.90601 52.847249 0.73 0  11.10  -1.04 0 -99.00
3 11954 214.93517 52.868000 1.47 1   9.89   1.06 0 -99.00
3 11959 214.85396 52.810079 0.82 1   9.87   1.60 1 -99.00
3 12010 215.21402 53.066184 0.97 0  10.09   0.82 0 -99.00
3 12031 215.03195 52.937488 1.49 1   9.72   1.05 0 -99.00
3 12043 214.70488 52.704322 1.08 1  10.18   0.46 0 -99.00
3 12060 215.22454 53.072398 0.94 1  10.47   1.47 1 -99.00
3 12091 215.08482 52.975189 0.75 1   9.81   0.64 0 -99.00
3 12097 215.16950 53.033483 0.73 1  10.55   1.19 1 -99.00
3 12100 215.07121 52.964056 0.70 1  10.65   1.51 1 -99.00
3 12124 215.14325 53.015315 0.75 1  10.79  -2.73 0 -99.00
3 12131 214.73756 52.729135 1.42 1   9.80   0.68 0 -99.00
3 12165 215.07675 52.970986 1.46 0   9.95   0.53 0 -99.00
3 12170 215.05105 52.948437 0.69 1  11.02   1.47 1 -99.00
3 12210 214.81716 52.785994 1.02 1   9.73   0.61 0 -99.00
3 12217 215.16688 53.032494 0.95 1  10.06   1.64 1 -99.00
3 12248 215.03976 52.944674 0.94 0  10.00  -1.14 0 -99.00
3 12251 215.11034 52.989586 0.60 0  10.88  -1.70 0 -99.00
3 12266 215.16325 53.031516 1.27 0  10.68  -0.83 0 -99.00
3 12286 214.90552 52.847299 0.73 1  10.92   1.19 1 -99.00
3 12309 215.04187 52.919926 0.52 1  10.39   1.40 0  41.59
3 12331 215.07213 52.967351 0.75 1   9.92   0.69 0 -99.00
3 12342 215.05798 52.956440 0.69 1   9.99   1.38 1 -99.00
3 12349 215.06424 52.962064 1.38 1  10.02   1.71 1 -99.00
3 12363 215.16266 53.031511 1.21 1  10.01   1.18 0 -99.00
3 12375 214.85223 52.812156 0.74 0  10.04  -1.76 0 -99.00
3 12379 214.80274 52.777614 1.25 1  10.53  -2.51 0 -99.00
3 12382 215.14083 53.016643 1.00 1  10.50  -1.92 0 -99.00
3 12387 214.77457 52.757072 1.05 0  10.59  -2.77 0 -99.00
3 12413 215.16237 53.030982 1.25 0  10.81  -0.97 0 -99.00
3 12424 214.97381 52.899037 0.98 1   9.85   0.53 0 -99.00
3 12441 215.16148 53.031122 1.20 1  10.09   0.31 0 -99.00
3 12446 214.85147 52.812923 1.50 0   9.96   0.81 0 -99.00
3 12457 214.81614 52.786609 1.07 1  10.10   1.74 1 -99.00
3 12490 214.78056 52.758837 0.91 1  11.20  -0.72 0 -99.00
3 12499 215.06131 52.962218 1.43 0   9.72  -1.71 0 -99.00
3 12512 215.13699 53.014981 1.32 1  10.55  -0.84 0  42.61
3 12532 214.82121 52.790654 0.55 1  10.31  -2.90 0 -99.00
3 12534 215.13848 53.014658 0.88 0  10.34   0.14 0 -99.00
3 12539 214.77825 52.758360 0.80 1  10.39   0.90 0 -99.00
3 12544 215.13583 53.014555 1.29 1   9.88   0.55 0 -99.00
3 12562 214.74055 52.734130 1.06 1  10.39   1.82 1 -99.00
3 12571 214.94069 52.875355 0.95 1  10.23  -0.30 0 -99.00
3 12572 214.77294 52.755581 1.19 1  10.99   0.95 0 -99.00
3 12578 215.10694 52.991978 1.29 1  10.97   1.62 0 -99.00
3 12599 214.79343 52.772139 1.39 0  10.16  -2.11 0 -99.00
3 12602 214.88657 52.838291 1.16 1   9.84   0.93 0 -99.00
3 12607 215.11989 53.002611 1.24 1   9.86   1.03 0 -99.00
3 12625 215.10741 52.992350 1.26 1  11.18   2.32 1 -99.00
3 12634 214.77212 52.757002 0.88 0  10.25  -2.43 0 -99.00
3 12657 214.68465 52.694781 1.41 1  10.15   0.69 0 -99.00
3 12671 215.11009 52.994251 1.17 1  11.01   2.21 1 -99.00
3 12683 215.12444 53.005838 1.38 1   9.95   1.18 0 -99.00
3 12703 215.10561 52.992758 0.85 1   9.86   1.21 0 -99.00
3 12725 214.91391 52.852053 0.61 0  10.86  -1.01 0 -99.00
3 12768 215.11640 52.997972 0.67 1  10.89  -0.63 0 -99.00
3 12769 214.80081 52.778182 1.31 0  10.47  -1.33 0 -99.00
3 12775 214.85006 52.812793 0.69 0   9.82  -1.78 0 -99.00
3 12782 215.20786 53.064729 1.05 1  10.31   0.71 0 -99.00
3 12784 214.85319 52.815094 0.68 1  10.01  -1.20 0 -99.00
3 12807 214.94991 52.883528 1.30 1   9.92   0.86 0 -99.00
3 12823 214.88292 52.836011 1.19 1  10.65   1.51 1 -99.00
3 12824 215.08634 52.978389 0.65 1  10.67  -0.46 0  42.37
3 12839 214.79291 52.772109 1.35 0  10.62  -1.14 0 -99.00
3 12904 215.12046 53.005202 1.48 1   9.91   1.08 0 -99.00
3 12920 215.03234 52.943185 1.19 1  10.05   0.92 0 -99.00
3 12921 215.00830 52.926145 1.49 1  10.02   0.91 0 -99.00
3 12941 215.00897 52.925744 1.16 1   9.88   1.97 0 -99.00
3 12950 214.70653 52.710037 1.03 1  10.22   1.06 0 -99.00
3 12955 214.91615 52.851841 0.65 1  10.70   2.09 0 -99.00
3 12973 215.07572 52.973727 1.17 1  10.51   0.94 0 -99.00
3 12986 215.13735 53.017767 1.20 0  10.11  -2.18 0 -99.00
3 12988 214.94458 52.881492 1.44 0  10.81  -1.05 0 -99.00
3 13002 215.02134 52.935542 0.74 1  10.48   0.43 0 -99.00
3 13035 215.05650 52.960311 0.70 1  10.06  -0.81 0 -99.00
3 13044 215.21939 53.075414 0.98 1   9.88   0.54 0 -99.00
3 13051 214.85603 52.819200 0.74 0   9.77  -1.66 0 -99.00
3 13058 214.81532 52.788503 0.61 1  10.11   1.01 1 -99.00
3 13068 215.13848 53.017984 0.76 0  10.41  -1.43 0 -99.00
3 13075 215.12962 53.013066 1.41 1   9.76   0.64 0 -99.00
3 13091 215.14029 53.020649 1.26 1   9.76   0.88 0 -99.00
3 13095 214.95416 52.888722 1.01 0  10.31  -1.93 0 -99.00
3 13121 215.04778 52.951215 1.26 1   9.92   2.04 0 -99.00
3 13124 214.79532 52.776241 1.34 1   9.95   0.59 0 -99.00
3 13125 215.17204 53.042342 1.50 1   9.76   0.93 0 -99.00
3 13190 215.11786 53.003874 0.69 1   9.73   1.03 0 -99.00
3 13204 214.83480 52.805344 1.45 0   9.86  -1.85 0 -99.00
3 13218 214.92300 52.866603 1.49 1  10.09   0.99 0 -99.00
3 13219 214.79247 52.772883 1.35 0  10.97   0.72 0 -99.00
3 13248 214.84860 52.812217 0.75 1   9.81   0.86 0 -99.00
3 13259 215.13678 53.017187 1.12 1  11.00  -1.03 0 -99.00
3 13293 214.78025 52.765228 1.46 1  10.03   1.77 1 -99.00
3 13304 215.16409 53.034304 0.72 0  10.90   1.54 1 -99.00
3 13307 215.10469 52.996461 1.29 1  10.43   1.57 1 -99.00
3 13313 215.12110 53.005296 0.70 1   9.94   1.45 1 -99.00
3 13381 215.06087 52.963359 1.25 1  11.33  -2.13 0 -99.00
3 13391 215.14144 53.022386 1.08 1   9.97   1.64 1 -99.00
3 13392 215.15561 53.032280 0.97 1   9.72   0.41 0 -99.00
3 13398 215.05890 52.963667 1.21 1  10.27   1.00 0 -99.00
3 13428 215.13339 53.017083 1.18 1  10.14   1.88 1 -99.00
3 13441 214.69974 52.708354 1.14 1   9.85   1.62 1 -99.00
3 13445 214.87281 52.833144 1.14 1   9.86   0.56 0 -99.00
3 13447 214.75373 52.747864 1.41 0  10.74  -1.08 0 -99.00
3 13470 214.69011 52.703122 0.85 1   9.75   0.62 0 -99.00
3 13490 214.82146 52.794285 0.73 1  10.35   0.73 0 -99.00
3 13519 215.05277 52.960094 0.70 1  10.20   0.81 0 -99.00
3 13521 215.08747 52.985496 0.59 0   9.74  -2.18 0 -99.00
3 13531 214.84922 52.814768 0.82 0  11.19   1.41 1 -99.00
3 13532 215.21911 53.076477 0.75 1  10.86  -0.68 0 -99.00
3 13533 214.76806 52.758199 0.86 1  10.79  -1.10 0 -99.00
3 13553 214.91592 52.863666 0.96 0  10.55  -2.15 0 -99.00
3 13569 214.78851 52.773139 1.30 0  10.55  -1.18 0 -99.00
3 13582 215.05523 52.962252 0.74 1  10.39   0.04 0  42.57
3 13593 214.77290 52.762324 0.86 1  10.20  -0.64 0 -99.00
3 13622 214.95332 52.890370 1.16 1  10.12   1.49 0 -99.00
3 13624 215.19850 53.062472 1.10 1  10.89   2.18 1 -99.00
3 13625 214.84861 52.814951 0.69 0  10.66  -1.32 0 -99.00
3 13635 214.79036 52.775836 1.20 1  10.89   1.92 1 -99.00
3 13642 214.84143 52.810903 1.34 1  10.63   1.76 1 -99.00
3 13655 215.13159 53.016232 1.26 1  10.87   0.69 0 -99.00
3 13663 215.14858 53.028245 0.76 0  10.71  -1.65 0 -99.00
3 13670 214.83203 52.803972 1.42 1  10.41   1.73 0 -99.00
3 13677 214.90531 52.850914 0.66 1  11.07   1.85 1 -99.00
3 13679 214.67951 52.695671 0.99 1  10.42   0.52 0 -99.00
3 13721 215.03736 52.951749 1.36 0   9.82   0.45 0 -99.00
3 13734 214.67779 52.695180 0.94 1  10.41   1.46 1 -99.00
3 13746 215.13594 53.018169 0.79 1  10.26   1.83 0 -99.00
3 13753 214.90897 52.859728 0.72 1  10.03   0.95 0 -99.00
3 13784 214.67662 52.694699 0.81 0   9.73  -7.16 0 -99.00
3 13795 215.21385 53.075965 1.08 0  10.41   1.57 1 -99.00
3 13823 215.18342 53.054251 1.36 1   9.90   1.01 0 -99.00
3 13833 215.09178 52.983671 0.63 1  11.39  -0.72 0 -99.00
3 13837 214.81375 52.791904 1.41 1  10.67   1.24 0 -99.00
3 13866 215.12271 53.009839 1.08 1  11.11  -1.32 0  42.36
3 13886 214.83259 52.805432 1.49 0  11.03  -1.12 0 -99.00
3 13896 214.90939 52.860818 1.05 1  10.66  -1.77 0 -99.00
3 13897 214.68051 52.697866 1.30 1  10.55   1.17 0 -99.00
3 13920 214.84017 52.810861 0.66 1  10.10   0.16 0 -99.00
3 13923 214.91998 52.866887 0.94 1  11.12   0.32 0 -99.00
3 13928 214.70997 52.718287 0.68 1  10.13   0.48 0 -99.00
3 13968 214.99619 52.922535 0.50 1   9.95   0.43 0 -99.00
3 13978 214.84934 52.815297 0.71 1  10.36   0.62 0 -99.00
3 14001 214.75231 52.750071 1.47 1  10.47   1.72 1 -99.00
3 14005 214.67496 52.695482 1.35 0   9.85   0.94 0 -99.00
